content;question;answer
"Persib Bandungakan menggunakan jersey alternatif saat menghadapi Manila Digger pada playoff kualifikasiAFC Champions League 2di Stadion Gelora Bandung Lautan Api (GBLA), Bandung, Rabu (13/8) malam.
Skuad Maung Bandung terpaksa tidak bisa mengenakan jersey anyar untuk kompetisi Asia karena ada masalah dalam proses pengiriman.
""Kami ingin menyampaikan informasi resmi kepada seluruh Bobotoh dan rekan media terkait penggunaan jersey pada laga playoff Asian Champions League (ACL) 2025 antara PersibÂ dan Manila Diggers di Stadion Gelora Bandung Lautan Api [GBLA], Rabu, 13 Agustus 2025.""
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Dengan tetap memperhatikan regulasi AFC, pada pertandingan tersebut, tim akan menggunakan jersey alternatif. Hal ini dikarenakan jersey terbaru untuk kompetisi ACL 2025 dari Kelme belum dapat dipakai karena masih dalam proses pengiriman,"" terang Deputy CEO PT Persib Bandung Bermartabat, Adhitia Putra Herawan, dalam rilis resmi.
Adhitia menjelaskan pula masalah jersey tak cuma berdampak pada kelengkapan anak asuh Bojan Hodak, melainkan juga memengaruhi stok di tempat penjualan pernak pernik resmi Persib.
""Kami memahami besarnya antusiasme Bobotoh, terlebih sejak peluncuran beberapa waktu lalu, di mana banyak yang langsung melakukanpre-order(PO). Antusiasme ini menjadi bukti nyata kecintaan Bobotoh kepada Persib, dan kami sangat mengapresiasinya,"" ucap Adhitia.

""Dengan penuh hormat, kami memohon maaf atas keterlambatan ini. Dalam waktu dekat, seluruh apparel resmi Kelme, mulai dari lini lengkap jersey, training kit, hingga perlengkapan dan merchandise lainnya, akan tersedia di PersibÂ Store dan digunakan oleh tim maupunofficialpada sesi latihan serta pertandingan berikutnya di kompetisi Super League dan ACL 2025,"" terangnya menambahkan.
Pada pertandingan pramusim dan laga perdana Super League 2025/2026 Persib sudah menggunakan kostum anyar dari jenama asal Spanyol tersebut.
[Gambas:Video CNN]";Mengapa Persib Bandung tidak menggunakan jersey anyar saat menghadapi Manila Digger?;Karena jersey anyar dari Kelme belum dapat dipakai akibat masalah proses pengiriman.
"Persib Bandungakan menggunakan jersey alternatif saat menghadapi Manila Digger pada playoff kualifikasiAFC Champions League 2di Stadion Gelora Bandung Lautan Api (GBLA), Bandung, Rabu (13/8) malam.
Skuad Maung Bandung terpaksa tidak bisa mengenakan jersey anyar untuk kompetisi Asia karena ada masalah dalam proses pengiriman.
""Kami ingin menyampaikan informasi resmi kepada seluruh Bobotoh dan rekan media terkait penggunaan jersey pada laga playoff Asian Champions League (ACL) 2025 antara PersibÂ dan Manila Diggers di Stadion Gelora Bandung Lautan Api [GBLA], Rabu, 13 Agustus 2025.""
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Dengan tetap memperhatikan regulasi AFC, pada pertandingan tersebut, tim akan menggunakan jersey alternatif. Hal ini dikarenakan jersey terbaru untuk kompetisi ACL 2025 dari Kelme belum dapat dipakai karena masih dalam proses pengiriman,"" terang Deputy CEO PT Persib Bandung Bermartabat, Adhitia Putra Herawan, dalam rilis resmi.
Adhitia menjelaskan pula masalah jersey tak cuma berdampak pada kelengkapan anak asuh Bojan Hodak, melainkan juga memengaruhi stok di tempat penjualan pernak pernik resmi Persib.
""Kami memahami besarnya antusiasme Bobotoh, terlebih sejak peluncuran beberapa waktu lalu, di mana banyak yang langsung melakukanpre-order(PO). Antusiasme ini menjadi bukti nyata kecintaan Bobotoh kepada Persib, dan kami sangat mengapresiasinya,"" ucap Adhitia.

""Dengan penuh hormat, kami memohon maaf atas keterlambatan ini. Dalam waktu dekat, seluruh apparel resmi Kelme, mulai dari lini lengkap jersey, training kit, hingga perlengkapan dan merchandise lainnya, akan tersedia di PersibÂ Store dan digunakan oleh tim maupunofficialpada sesi latihan serta pertandingan berikutnya di kompetisi Super League dan ACL 2025,"" terangnya menambahkan.
Pada pertandingan pramusim dan laga perdana Super League 2025/2026 Persib sudah menggunakan kostum anyar dari jenama asal Spanyol tersebut.
[Gambas:Video CNN]";Kapan jersey resmi Kelme akan tersedia di Persib Store?;Dalam waktu dekat, seluruh apparel Kelme akan tersedia di Persib Store.
"Bentrok Manchester United vs Arsenal akan jadi reuni antaraRuben AmorimdenganViktor Gyokeres.
MU akan bertemu dengan Arsenal di pekan pertama Liga Inggris. Pertemuan kedua tim ini akan berlangsung di Old Trafford, Minggu (17/8).
Pertemuan kedua tim diyakini akan berlangsung sengit. MU dan Arsenal sama-sama ingin memulai musim dengan hasil positif.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Buat Amorim dan Gyokeres, pertemuan nanti akan penuh makna. Keduanya akan kembali berjumpa tetapi di kubu yang berlawanan.
Amorim akan berupaya keras meramu taktik terbaik buat MU demi meredam Arsenal di kandang. Sedangkan Gyokeres yang berstatus pemain anyar akan diandalkan untuk membobol gawang MU.
Amorim dan Gyokeres memang bukan sosok yang asing. Saat Amorim masih menukangi Sporting Lisbon, Gyokeres menjelma jadi striker yang menakutkan.

Amorim pula yang merekrut Gyokeres ke Sporting Lisbon tahun 2023. Pemain asal Swedia itu mencetak total 97 gol dalam dua musim dan membantu Sporting back to back juara Liga Portugal.
Pencapaian itu membuat nama Gyokeres harum ke seantero Eropa. Saat Amorim menukangi MU, Gyokeres sempat dikaitkan dengan The Red Devils tetapi pilihan sang bomber pada akhirnya jatuh kepada Arsenal.

[Gambas:Video CNN]

";Kapan Ruben Amorim merekrut Viktor Gyokeres ke Sporting Lisbon?;Ruben Amorim merekrut Viktor Gyokeres ke Sporting Lisbon pada tahun 2023.
"Bentrok Manchester United vs Arsenal akan jadi reuni antaraRuben AmorimdenganViktor Gyokeres.
MU akan bertemu dengan Arsenal di pekan pertama Liga Inggris. Pertemuan kedua tim ini akan berlangsung di Old Trafford, Minggu (17/8).
Pertemuan kedua tim diyakini akan berlangsung sengit. MU dan Arsenal sama-sama ingin memulai musim dengan hasil positif.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Buat Amorim dan Gyokeres, pertemuan nanti akan penuh makna. Keduanya akan kembali berjumpa tetapi di kubu yang berlawanan.
Amorim akan berupaya keras meramu taktik terbaik buat MU demi meredam Arsenal di kandang. Sedangkan Gyokeres yang berstatus pemain anyar akan diandalkan untuk membobol gawang MU.
Amorim dan Gyokeres memang bukan sosok yang asing. Saat Amorim masih menukangi Sporting Lisbon, Gyokeres menjelma jadi striker yang menakutkan.

Amorim pula yang merekrut Gyokeres ke Sporting Lisbon tahun 2023. Pemain asal Swedia itu mencetak total 97 gol dalam dua musim dan membantu Sporting back to back juara Liga Portugal.
Pencapaian itu membuat nama Gyokeres harum ke seantero Eropa. Saat Amorim menukangi MU, Gyokeres sempat dikaitkan dengan The Red Devils tetapi pilihan sang bomber pada akhirnya jatuh kepada Arsenal.

[Gambas:Video CNN]

";Di mana pertandingan antara Manchester United dan Arsenal akan berlangsung?;Pertandingan antara Manchester United dan Arsenal akan berlangsung di Old Trafford.
"Sistem poin baru badminton 3x45poin bakal digunakan dalamPiala Suhandinata 2025. Berikut penjelasan sistem poin baru 3x45.
Piala Suhandinata atau kejuaraan beregu campuran junior bakal menggunakan sistem poin anyar pada tahun ini. Tak lagi memakai sistem relay 110 poin seperti tahun lalu, yang dipakai adalah sistem 3x45 poin.
Selain di Piala Suhandinata 2025 format skor baru ini juga akan dipakai di Kejuaraan Junior Beregu level kontinental tahun depan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
1. Satu pertandingan akan terdiri dari tiga set. Tim yang menang dalam dua set menjadi pemenang atau dengan kata lain menggunakan format best of three.
2. Dalam tiap set terdapat lima gim yang terdiri dari tunggal putra, tunggal putri, ganda putra, ganda putri, dan ganda campuran.
3. Tiap gim baik tunggal putra, tunggal putri, ganda putra, ganda putri, dan ganda campuran masing-masing mencari sembilan poin tanpa setting, sehingga satu set total mengumpulkan 45 poin.
4. Satu pemain maksimal bermain tiga gim di setiap set.
5. Minimal pemain dalam satu tim adalah 6 (3 putra dan 3 putri). Maksimal 16 pemain (8 putra dan 8 putri).

6. Ada interval dalam setiap set yang berdurasi tiga menit. Sedangkan interval di tengah gim terjadi di tiap poin 5, 14, 23, 32, dan 41 dengan durasi 60 detik. Sementara interval antar gim berlangsung selama dua menit.
7. Bila pemain mundur di tengah gim maka kemenangan diberikan kepada lawan. Contoh: Tim A unggul 18-0 di game kedua, di game ketiga pemain tim A mundur, maka poin untuk tim B menjadi 18-27.
8. Dari susunan line-up pertandingan, setiap tim mempunyai kesempatan mengganti 1 pemain di tengah pertandingan. Detail pergantian pemain akan diinformasikan pada kesempatan berikutnya.
9. Tim manajer yang menang coin toss bisa memilih susunan partai sesuai ketentuan BWF.
[Gambas:Video CNN]";Berapa jumlah poin yang didapatkan dari setiap gim dalam sistem poin baru badminton ini?;Setiap gim menghasilkan sembilan poin tanpa setting, sehingga total satu set berjumlah 45 poin.
"Sistem poin baru badminton 3x45poin bakal digunakan dalamPiala Suhandinata 2025. Berikut penjelasan sistem poin baru 3x45.
Piala Suhandinata atau kejuaraan beregu campuran junior bakal menggunakan sistem poin anyar pada tahun ini. Tak lagi memakai sistem relay 110 poin seperti tahun lalu, yang dipakai adalah sistem 3x45 poin.
Selain di Piala Suhandinata 2025 format skor baru ini juga akan dipakai di Kejuaraan Junior Beregu level kontinental tahun depan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
1. Satu pertandingan akan terdiri dari tiga set. Tim yang menang dalam dua set menjadi pemenang atau dengan kata lain menggunakan format best of three.
2. Dalam tiap set terdapat lima gim yang terdiri dari tunggal putra, tunggal putri, ganda putra, ganda putri, dan ganda campuran.
3. Tiap gim baik tunggal putra, tunggal putri, ganda putra, ganda putri, dan ganda campuran masing-masing mencari sembilan poin tanpa setting, sehingga satu set total mengumpulkan 45 poin.
4. Satu pemain maksimal bermain tiga gim di setiap set.
5. Minimal pemain dalam satu tim adalah 6 (3 putra dan 3 putri). Maksimal 16 pemain (8 putra dan 8 putri).

6. Ada interval dalam setiap set yang berdurasi tiga menit. Sedangkan interval di tengah gim terjadi di tiap poin 5, 14, 23, 32, dan 41 dengan durasi 60 detik. Sementara interval antar gim berlangsung selama dua menit.
7. Bila pemain mundur di tengah gim maka kemenangan diberikan kepada lawan. Contoh: Tim A unggul 18-0 di game kedua, di game ketiga pemain tim A mundur, maka poin untuk tim B menjadi 18-27.
8. Dari susunan line-up pertandingan, setiap tim mempunyai kesempatan mengganti 1 pemain di tengah pertandingan. Detail pergantian pemain akan diinformasikan pada kesempatan berikutnya.
9. Tim manajer yang menang coin toss bisa memilih susunan partai sesuai ketentuan BWF.
[Gambas:Video CNN]";Berapa lama durasi interval di tengah gim dalam sistem poin baru badminton?;Interval di tengah gim berlangsung selama 60 detik di setiap poin 5, 14, 23, 32, dan 41.
"Dewan Federasi Badminton Dunia (BWF) memutuskan untuk menggunakan sistem poin baru pada ajang BWF World Junior Team Championships atauPiala Suhandinata 2025.
Untuk dua tahun beruntun, Piala Suhandinata dijadikan BWF sebagai turnamen uji coba sistem poin yang baru. Tahun lalu, BWF memperkenalkan sistem poin relay 110 poin di Piala Suhandinata 2024.
Dalam rilis resmi PBSI, Selasa (12/8), BWF dipastikan akan menggunakan sistem poin badminton yang baru di Piala Suhandinata 2025 yang berlangsung di Guwahati, India, 6-11 Oktober mendatang.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Setelah menggunakan sistem skor relay 110 poin di Piala Suhandinata 2024, kini Piala Suhandinata [BWF World Junior Team Championships] 2025 dipastikan menggunakan sistem skor baru.""
""Dewan BWF telah menyetujui proposal sistem skor relay 3x45. Selain Piala Suhandinata 2025, sistem ini juga akan dipakai di Kejuaraan Junior Beregu tingkat kontinental pada tahun 2026,"" demikian pernyataan resmi PBSI.
Dalam sistem skor relay 3x45, satu pertandingan terdiri dari 3 set. Tim yang menang dalam 2 set menjadi pemenang. Satu set terdiri dari 5 game dengan setiap game memainkan lima kategori: tunggal putra, tunggal putri, ganda putra, ganda putri dan ganda campuran.
[Gambas:Instagram]
Satu game mencari 9 poin tanpa setting. Satu set total mengumpulkan 45 poin. Minimal pemain dalam satu tim adalah 6 (3 putra dan 3 putri). Maksimal 16 pemain (8 putra dan 8 putri). Satu pemain maksimal bermain 3 game di setiap set.
Dalam Piala Suhandinata 2025, Indonesia sebagai tim juara bertahan tergabung di Grup C bersama Turki, Rumania dan Belanda berdasarkan hasil undian hari Jumat (8/8) lalu.
[Gambas:Video CNN]";Apa yang menjadi tujuan penggunaan sistem poin baru pada Piala Suhandinata 2025?;Untuk menguji coba sistem poin baru yang sebelumnya diperkenalkan pada Piala Suhandinata 2024.
"Dewan Federasi Badminton Dunia (BWF) memutuskan untuk menggunakan sistem poin baru pada ajang BWF World Junior Team Championships atauPiala Suhandinata 2025.
Untuk dua tahun beruntun, Piala Suhandinata dijadikan BWF sebagai turnamen uji coba sistem poin yang baru. Tahun lalu, BWF memperkenalkan sistem poin relay 110 poin di Piala Suhandinata 2024.
Dalam rilis resmi PBSI, Selasa (12/8), BWF dipastikan akan menggunakan sistem poin badminton yang baru di Piala Suhandinata 2025 yang berlangsung di Guwahati, India, 6-11 Oktober mendatang.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Setelah menggunakan sistem skor relay 110 poin di Piala Suhandinata 2024, kini Piala Suhandinata [BWF World Junior Team Championships] 2025 dipastikan menggunakan sistem skor baru.""
""Dewan BWF telah menyetujui proposal sistem skor relay 3x45. Selain Piala Suhandinata 2025, sistem ini juga akan dipakai di Kejuaraan Junior Beregu tingkat kontinental pada tahun 2026,"" demikian pernyataan resmi PBSI.
Dalam sistem skor relay 3x45, satu pertandingan terdiri dari 3 set. Tim yang menang dalam 2 set menjadi pemenang. Satu set terdiri dari 5 game dengan setiap game memainkan lima kategori: tunggal putra, tunggal putri, ganda putra, ganda putri dan ganda campuran.
[Gambas:Instagram]
Satu game mencari 9 poin tanpa setting. Satu set total mengumpulkan 45 poin. Minimal pemain dalam satu tim adalah 6 (3 putra dan 3 putri). Maksimal 16 pemain (8 putra dan 8 putri). Satu pemain maksimal bermain 3 game di setiap set.
Dalam Piala Suhandinata 2025, Indonesia sebagai tim juara bertahan tergabung di Grup C bersama Turki, Rumania dan Belanda berdasarkan hasil undian hari Jumat (8/8) lalu.
[Gambas:Video CNN]";Berapa jumlah poin yang dicari dalam satu game pada sistem skor relay 3x45?;Dalam sistem skor relay 3x45, satu game mencari 9 poin tanpa setting.
"Penyerang Timnas IndonesiaRamadhan Sanantaketagihan mencetak gol diliga Malaysiadan bertekad membobol gawang Selangor pada lanjutan kompetisi Negeri Jiran.
Sananta mencetak gol pada laga pertama membela klub Brunei DPMMÂ pekan lalu. Mantan pemain PSM Makassar dan Persis Solo itu hanya butuh dua menit untuk membawa DPMM unggul atas PDRM.
Kini Sananta dan DPMM bersiap menghadapi Selangor padamatchdaykedua liga Malaysia yang akan berlangsung Selasa (12/8) malam.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pemain 22 tahun itu siap menghadapi Selangor yang memiliki kualitas tim dan individu sama bagusnya. Klub yang pernah diperkuat Bambang Pamungkas itu kini memiliki sederet pemain tenar seperti penghuni skuad timnas Malaysia macam Harith Haiqal, Quentin Cheng, Nooa Laine, dan Faisal Halim, serta pemain Thailand Kevin Deeromram.
""Salah satu pemain yang tak sabar saya hadapi adalah Faisal Halim, jadi ini pertama kali klub ini bertanding melawan Selangor dan kami semua sudah siap,"" ucap Sananta dikutip dari situs resmi Malaysia Super League.
""Tapi tentu saja jika memungkinkan, saya ingin mencetak gol lagi, saya hanya tidak ingin mengingat gol yang saya cetak melawan PDRM FC karena saya ingin menghindari tekanan yang berlebihan,"" terang pemain yang sudah mengoleksi lima gol di Timnas Indonesia itu.

Sananta juga menyatakan ada perubahan taktik yang dilakukan pelatih Jamie McAllister menyongsong laga melawan Selangor setelah DPMM gagal memetik poin penuh kala menghadapi PDRM.
""Ada beberapa perubahan taktik yang diterapkan pelatih untuk pertandingan besok karena memang banyak kesalahan hari ini, terutama dalam hal komunikasi yang buruk.""
""Bagaimanapun, kami menyadari ini tim baru dan kami berharap semua kekurangan dapat diperbaiki untuk pertandingan mendatang,""Â ujarÂ Sananta.
[Gambas:Video CNN]";Kapan Ramadhan Sananta mencetak gol pertamanya saat bersaing di liga Malaysia?;Ramadhan Sananta mencetak gol pertamanya pada laga pertama melawan PDRM pekan lalu, hanya butuh dua menit untuk membawa DPMM unggul.
"Penyerang Timnas IndonesiaRamadhan Sanantaketagihan mencetak gol diliga Malaysiadan bertekad membobol gawang Selangor pada lanjutan kompetisi Negeri Jiran.
Sananta mencetak gol pada laga pertama membela klub Brunei DPMMÂ pekan lalu. Mantan pemain PSM Makassar dan Persis Solo itu hanya butuh dua menit untuk membawa DPMM unggul atas PDRM.
Kini Sananta dan DPMM bersiap menghadapi Selangor padamatchdaykedua liga Malaysia yang akan berlangsung Selasa (12/8) malam.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pemain 22 tahun itu siap menghadapi Selangor yang memiliki kualitas tim dan individu sama bagusnya. Klub yang pernah diperkuat Bambang Pamungkas itu kini memiliki sederet pemain tenar seperti penghuni skuad timnas Malaysia macam Harith Haiqal, Quentin Cheng, Nooa Laine, dan Faisal Halim, serta pemain Thailand Kevin Deeromram.
""Salah satu pemain yang tak sabar saya hadapi adalah Faisal Halim, jadi ini pertama kali klub ini bertanding melawan Selangor dan kami semua sudah siap,"" ucap Sananta dikutip dari situs resmi Malaysia Super League.
""Tapi tentu saja jika memungkinkan, saya ingin mencetak gol lagi, saya hanya tidak ingin mengingat gol yang saya cetak melawan PDRM FC karena saya ingin menghindari tekanan yang berlebihan,"" terang pemain yang sudah mengoleksi lima gol di Timnas Indonesia itu.

Sananta juga menyatakan ada perubahan taktik yang dilakukan pelatih Jamie McAllister menyongsong laga melawan Selangor setelah DPMM gagal memetik poin penuh kala menghadapi PDRM.
""Ada beberapa perubahan taktik yang diterapkan pelatih untuk pertandingan besok karena memang banyak kesalahan hari ini, terutama dalam hal komunikasi yang buruk.""
""Bagaimanapun, kami menyadari ini tim baru dan kami berharap semua kekurangan dapat diperbaiki untuk pertandingan mendatang,""Â ujarÂ Sananta.
[Gambas:Video CNN]";Siapakah pemain Selangor yang paling ingin dihadapi oleh Ramadhan Sananta?;Ramadhan Sananta menyatakan ingin menghadapi Faisal Halim, pemain Selangor, karena ini adalah pertemuan pertama klubnya melawan Selangor.
